stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3206,C1171364,SW 117 AV SERVICE RD & SW 136 ST,,25.641314,-80.382729,,,,,,0
3207,C1171393,SW 117 AV SERVICE RD & SW 139 TE,,25.639065,-80.38267,,,,,,0
3208,C1171423,SW 117 AV SERVICE RD & SW 142 ST,,25.637008,-80.38259,,,,,,0
3209,C117LIN3,SW 117 AV SERVICE RD & LINCOLN BD,,25.634905,-80.382419,,,,,,0
3210,C1171863,SW 117 AV & SW 186 ST,,25.595543,-80.381001,,,,,,0
3211,C1171873,SW 117 AV @ SW 187 TE,,25.59436,-80.38098,,,,,,0
3212,C1171893,SW 117 AV & SW 189 ST,,25.592214,-80.380943,,,,,,0
3213,C117QUA4,SW 117 AV @ QUAIL ROOST DR,,25.59033,-80.38073,,,,,,0
3214,C1171923,SW 117 AV @ SW 192 ST,,25.58861,-80.38063,,,,,,0
3215,C1171934,SW 117 AV @ OP # 19331,,25.58723,-80.38063,,,,,,0
3216,C1171963,SW 117 AV @ SW 196 ST,,25.58515,-80.38062,,,,,,0
3217,C1172043,SW 117 AV & SW 204 ST,,25.576908,-80.38047,,,,,,0
3218,C1172083,SW 117 AV & SW 208 ST,,25.574418,-80.37946,,,,,,0
3219,C1171141,SW 117 AV & SW 114 PL,,25.573317,-80.377889,,,,,,0
3220,C1172031,SW 117 AV & SW 203 TE,,25.577064,-80.38038,,,,,,0
3222,C1171962,SW 117 AV @ SW 196 ST,,25.58516,-80.38046,,,,,,0
3223,C1171921,SW 117 AV & SW 192 ST,,25.587649,-80.380492,,,,,,0
3224,C1171912,SW 117 AV @ SW 191 TE,,25.58943,-80.38052,,,,,,0
3225,C1171882,SW 117 AV & SW 188 TE,,25.592583,-80.380811,,,,,,0
3226,C1171872,SW 117 AV & SW 187 TE,,25.594214,-80.380782,,,,,,0
3227,C1171862,SW 117 AV & SW 186 ST,,25.5958,-80.380792,,,,,,0
3228,C117PIN1,SW 117 AV SERVICE RD & PINKSTON DR,,25.635129,-80.382349,,,,,,0
3230,C1171391,SW 117 AV SERVICE RD & SW 139 TE,,25.63879,-80.382491,,,,,,0
3231,C1171361,SW 117 AV SERVICE RD & SW 136 TE,,25.641086,-80.382566,,,,,,0
3232,C1171342,SW 117 AV & SW 134 ST,,25.644004,-80.382858,,,,,,0
3234,C1171282,SW 117 AV & SW 128 ST,,25.648451,-80.383021,,,,,,0
3235,C1171201,SW 117 AV & 120 ST,SW 117 AV & SW 120 ST,25.656254,-80.383251,,,,,,0
3236,C1171151,SW 117 AV & SW 115 TE,,25.660476,-80.383442,,,,,,0
3237,C11712B2,SW 117 AV & SW 112 ST,,25.664658,-80.383638,,,,,,0
3238,C1171091,SW 117 AV & SW 109 RD,,25.666448,-80.383717,,,,,,0
3239,C1171071,SW 117 AV & SW 107 TE,,25.668974,-80.383844,,,,,,0
3240,C1171041,SW 117 AV & SW 104 ST,,25.671172,-80.383861,,,,,,0
3248,C1201822,SW 120 AV & SW 182 TE,,25.599263,-80.386973,,,,,,0
3252,C1221874,SW 122 AV & SW 187 TE,,25.59338,-80.389015,,,,,,0
3253,C1221894,SW 122 AV & SW 189 ST,,25.591427,-80.389052,,,,,,0
3254,C1221914,SW 122 AV & SW 191 TE,,25.588259,-80.389047,,,,,,0
3255,C1221953,SW 122 AV & SW 195 TE,,25.585264,-80.389027,,,,,,0
3256,C122QUA4,SW 122 AV & QUAIL ROOST DR,,25.583631,-80.389023,,,,,,0
3257,C1222003,SW 122 AV & SW 200 ST,,25.581041,-80.389024,,,,,,0
3260,C122QUA1,SW 122 AV & QUAIL ROOST DR,,25.584086,-80.388882,,,,,,0
3261,C1221952,SW 122 AV & SW 195 TE,,25.585268,-80.388913,,,,,,0
3262,C1221911,SW 122 AV & SW 191 TE,,25.588393,-80.388893,,,,,,0
3263,C1221891,SW 122 AV & SW 189 ST,,25.59118,-80.388911,,,,,,0
3264,C1221871,SW 122 AV & SW 187 TE,,25.593366,-80.388928,,,,,,0
3265,C1221851,SW 122 AV & SW 185 ST,,25.596251,-80.388894,,,,,,0
3268,C1241524,SW 124 AV & SW 152 ST,,25.626088,-80.393648,,,,,,0
3269,C124GOL3,SW 124 AV & GOLD COAST RR MUSE,,25.615693,-80.396477,,,,,,0
3270,C124GOL2,SW 124 AV & GOLD COAST RR MUSE,,25.615854,-80.396159,,,,,,0
3271,C1241521,SW 124 AV & SW 152 ST,,25.625912,-80.393237,,,,,,0
3274,C1272684,SW 127 AV & SW 268 ST,,25.51768,-80.396369,,,,,,0
3275,C1272723,SW 127 AV & SW 272 ST,,25.515154,-80.396252,,,,,,0
3276,C1272803,SW 127 AV & SW 280 ST,,25.507598,-80.396237,,,,,,0
3277,C1272802,SW 127 AV & SW 280 ST,,25.507695,-80.395974,,,,,,0
3279,C1272721,SW 127 AV & SW 272 ST,,25.514398,-80.396056,,,,,,0
3280,C1272702,SW 127 AV & OP # 27025,,25.51591,-80.396135,,,,,,0
3281,C1272681,SW 127 AV & SW 268 ST,,25.517627,-80.396112,,,,,,0
3283,C1322764,SW 132 AV & SW 276 TE,,25.510256,-80.404336,,,,,,0
3285,C1322864,SW 132 AV & #28600 PINE ISLE MHP,,25.501299,-80.404242,,,,,,0
3286,C1322861,SW 132 AV & #28600,,25.501388,-80.404135,,,,,,0
3287,C1322782,SW 132 AV & SW 278 TE,,25.508728,-80.404217,,,,,,0
3288,C1322761,SW 132 AV & SW 276 TE,,25.510629,-80.404248,,,,,,0
3290,C1322681,SW 132 AV & SW 268 ST (N/N),,25.517843,-80.404301,,,,,,0
3291,C137#903,SW 137 AV & SW 90 ST,,25.683957,-80.416666,,,,,,0
3292,C137#934,SW 137 AV & 9300 BLOCK,,25.680642,-80.416779,,,,,,0
3293,C137#963,SW 137 AV & SW 96 ST,,25.678143,-80.41672,,,,,,0
3294,C1371043,SW 137 AV @ SW 104 ST,,25.67115,-80.41655,,,,,,0
3295,C1371093,SW 137 AV & SW 109 ST,,25.666623,-80.416356,,,,,,0
3296,C13712B4,SW 137 AV @ SW 112 ST,,25.66308,-80.41622,,,,,,0
3297,C1371203,SW 137 AV & SW 120 ST,,25.656485,-80.41594,,,,,,0
3298,C1371284,SW 137 AV & SW 128 ST,,25.647846,-80.415701,,,,,,0
3300,C1371363,SW 137 AV & SW 136 ST,,25.641545,-80.414942,,,,,,0
3301,C137COU3,SW 137 AV & COUNTRY WALK DR,,25.631915,-80.41484,,,,,,0
3302,C1371533,SW 137 AV @ 15300 BLOCK,,25.62513,-80.41463,,,,,,0
3303,C1371603,SW 137 AV & SW 160 ST,,25.619498,-80.414679,,,,,,0
3306,C1371602,SW 137 AV & SW 160 ST,,25.619782,-80.414446,,,,,,0
3307,C137COU1,SW 137 AV @ COUNTRY WALK DR,,25.63133,-80.4145,,,,,,0
3308,C1371362,SW 137 AV @ SW 136 ST,,25.64167,-80.41464,,,,,,0
3310,C1371281,SW 137 AV & SW 128 ST,,25.648041,-80.415417,,,,,,0
3311,C1371201,SW 137 AV & SW 120 ST,,25.655275,-80.415597,,,,,,0
3312,C13712B1,SW 137 AV & SW 112 ST,,25.663373,-80.415947,,,,,,0
3314,C1371042,SW 137 AV @ SW 104 ST,,25.67154,-80.41625,,,,,,0
3315,C137#962,SW 137 AV @ SW 96 ST,,25.67841,-80.4164,,,,,,0
3316,C137#921,SW 137 AV & # 9225,,25.680616,-80.416461,,,,,,0
3317,C137#881,SW 137 AV @ SW 88 ST,,25.68413,-80.41635,,,,,,0
3329,C1402783,SW 140 AV & APPROX SW 278 ST,,25.507947,-80.419664,,,,,,0
3331,C1421613,SW 142 AV & SW 161 ST,,25.617675,-80.422654,,,,,,0
3332,C1421634,SW 142 AV & SW 163 TE,,25.615125,-80.422714,,,,,,0
3333,C1421663,SW 142 AV & SW 166 TE,,25.612575,-80.42294,,,,,,0
3334,C1422684,SW 142 AV & SW 268 ST,,25.517654,-80.420759,,,,,,0
3335,C1422723,SW 142 AV & SW 272 ST,,25.514464,-80.420684,,,,,,0
3337,C1422681,SW 142 AV & SW 268 ST,,25.51779,-80.420598,,,,,,0
3338,C1421672,SW 142 AV & SW 167 TE,,25.612105,-80.422906,,,,,,0
3340,C1421631,SW 142 AV & SW 163 TE,,25.61506,-80.422441,,,,,,0
3345,C147#914,SW 147 AV & OP # 9175,,25.682426,-80.430091,,,,,,0
3346,C147#923,SW 147 AV & SW 92 ST RD,,25.680892,-80.431065,,,,,,0
3347,C147#963,SW 147 AV & SW 96 ST,,25.6779,-80.432947,,,,,,0
3348,C1471714,SW 147 AV & SW 171 TE,,25.607685,-80.429999,,,,,,0
3350,C1471763,SW 147 AV & SW 176 TE,,25.60351,-80.429917,,,,,,0
3351,C1471783,SW 147 AV & SW 178 TE,,25.601467,-80.429853,,,,,,0
3352,C1472804,SW 147 AV & SW 280 ST,,25.506467,-80.428882,,,,,,0
3353,C1472843,SW 147 AV & SW 284 ST,,25.503405,-80.428905,,,,,,0
3354,C1472883,SW 147 AV & SW 288 ST,,25.500037,-80.428938,,,,,,0
3355,C1472913,SW 147 AV & SW 291 ST,,25.496818,-80.42882,,,,,,0
3357,C1472942,SW 147 AV & SW 294 ST,,25.493836,-80.428622,,,,,,0
3358,C1472911,SW 147 AV & SW 291 ST,,25.496272,-80.428707,,,,,,0
3359,C1472881,SW 147 AV & SW 288 ST,,25.499276,-80.428758,,,,,,0
3360,C1472842,SW 147 AV & SW 284 ST,,25.503459,-80.428782,,,,,,0
3361,C1472801,SW 147 AV & SW 280 ST,,25.506468,-80.428755,,,,,,0
3362,C1471781,SW 147 AV & SW 178 TE,,25.601267,-80.429744,,,,,,0
3363,C1471761,SW 147 AV & SW 176 ST,,25.603435,-80.429785,,,,,,0
3364,C1471731,SW 147 AV & SW 173 TE,,25.605778,-80.429851,,,,,,0
3365,C1471711,SW 147 AV & SW 171 TE,,25.607949,-80.429869,,,,,,0
3366,C1471681,SW 147 AV & SW 168 ST,,25.610868,-80.42997,,,,,,0
3367,C147#962,SW 147 AV & SW 96 ST (N/F),,25.678182,-80.432679,,,,,,0
3369,C147#911,SW 147 AV & # 9175 (NE/N),,25.682117,-80.429885,,,,,,0
3370,HMKB1032,HAMMOCKS BD & SW 103 ST,,25.671383,-80.443834,,,,,,0
3371,HMKB#102,HAMMOCKS BD & # 1001,,25.674038,-80.443738,,,,,,0
3372,HMKB1516,HAMMOCKS BD & SW 151 AV,,25.675808,-80.439286,,,,,,0
3373,HMKB#961,HAMMOCKS BD & SW 96 ST,,25.677827,-80.435633,,,,,,0
3374,HMKB#964,HAMMOCKS BD & SW 96 ST,,25.67783,-80.435918,,,,,,0
3375,HMKB1517,HAMMOCKS BD & SW 151 AV,,25.676028,-80.43933,,,,,,0
3376,HMKB#103,HAMMOCKS BD & OP # 1001,,25.673911,-80.444039,,,,,,0
3377,HMKB1033,HAMMOCKS BD & SW 103 ST,,25.671381,-80.444069,,,,,,0
3379,C152COU4,SW 152 AV & COUNTRY WALK DR,,25.632624,-80.439196,,,,,,0
3380,C1521483,SW 152 AV & SW 148 TER,,25.629243,-80.439041,,,,,,0
3384,C1522804,SW 152 AV & SW 280 ST,,25.506364,-80.436946,,,,,,0
3385,C1522834,SW 152 AV & # 28300,,25.503641,-80.436953,,,,,,0
3386,C1522854,SW 152 AV & OP # 28501,,25.501699,-80.436955,,,,,,0
3387,C1522883,SW 152 AV & SW 288 ST,,25.499657,-80.437002,,,,,,0
3388,C1522882,SW 152 AV & SW 288 ST,,25.49986,-80.436851,,,,,,0
3389,C1522862,SW 152 AV & # 28600,,25.501904,-80.436866,,,,,,0
3390,C1522831,SW 152 AV & OP # 28355,,25.504022,-80.436859,,,,,,0
3391,C1522801,SW 152 AV & SW 280 ST,,25.506573,-80.436839,,,,,,0
3392,C1572964,SW 157 AV & SW 296 ST,,25.491639,-80.444958,,,,,,0
3393,C1572994,SW 157 AV & SW 299 ST,,25.489023,-80.444871,,,,,,0
3394,C1573043,SW 157 AV & SW 304 ST,,25.484981,-80.444861,,,,,,0
3395,C1573073,SW 157 AV & SW 307 ST,,25.482288,-80.444778,,,,,,0
3396,C1573072,SW 157 AV & SW 307 ST,,25.482559,-80.444662,,,,,,0
3397,C1573042,SW 157 AV & SW 304 ST,,25.484976,-80.444739,,,,,,0
3398,C1573001,SW 157 AV & SW 300 ST,,25.48818,-80.444754,,,,,,0
3399,C1572961,SW 157 AV & SW 296 ST,,25.491934,-80.444788,,,,,,0
3402,C1622823,SW 162 AV & SW 282 ST,,25.504911,-80.453222,,,,,,0
3404,C1622883,SW 162 AV & SW 288 ST,,25.499469,-80.453109,,,,,,0
3406,C1622821,SW 162 AV & SW 282 ST,,25.504624,-80.453118,,,,,,0
3407,C167#924,SW 167 AV & SW 92 ST,,25.68004,-80.463538,,,,,,0
3408,C1671034,SW 167 AV & # 10300 CARROLL HS,,25.670442,-80.465752,,,,,,0
3409,C1672804,SW 167 AV & SW 280 ST,,25.505863,-80.461399,,,,,,0
3411,C1672883,SW 167 AV & SW 288 ST,,25.499565,-80.46124,,,,,,0
3412,C1672924,SW 167 AV & SW 292 ST,,25.495327,-80.461176,,,,,,0
3414,C1672963,SW 167 AV & SW 296 ST,,25.492166,-80.46114,,,,,,0
3415,C1672962,SW 167 AV & SW 296 ST,,25.492728,-80.461045,,,,,,0
3417,C1672921,SW 167 AV & SW 292 ST,,25.495234,-80.46108,,,,,,0
3418,C1672881,SW 167 AV @ SW 288 ST,,25.49911,-80.46113,,,,,,0
3420,C1672801,SW 167 AV & SW 280 ST,,25.506389,-80.461316,,,,,,0
3421,C1671032,SW 167 AV & OP # 10300 CARROLL HS,,25.671054,-80.465498,,,,,,0
3422,C167#921,SW 167 AV & SW 92 ST,,25.679944,-80.463277,,,,,,0
3423,C1703032,SW 170 AV & SW 303 ST,,25.485694,-80.467073,,,,,,0
3424,C1703012,SW 170 AV & SW 301 ST,,25.487848,-80.467091,,,,,,0
3425,C1702981,SW 170 AV & SW 298 ST,,25.489888,-80.467117,,,,,,0
3426,C1702961,SW 170 AV & SW 296 ST,,25.491615,-80.467159,,,,,,0
3427,C1702984,SW 170 AV & SW 298 ST,,25.489679,-80.467202,,,,,,0
3428,C1703004,SW 170 AV & SW 300 ST,,25.487865,-80.467183,,,,,,0
3429,C1041088,SW 104 ST & SW 108 AV,,25.672452,-80.37036,,,,,,0
3430,C1041097,SW 104 ST @ SW 109 CT,,25.67238,-80.37248,,,,,,0
3432,C1041157,SW 104 ST & SW 115 AV,,25.672117,-80.380824,,,,,,0
3433,C10417A7,SW 104 ST & SW 117 AV,,25.67201,-80.383763,,,,,,0
3434,C1041228,SW 104 ST & SW 122 AV,,25.67174,-80.39247,,,,,,0
3435,C1041277,SW 104 ST & SW 127 AV,,25.671485,-80.400049,,,,,,0
3436,C1041327,SW 104 ST & SW 132 AV,,25.671222,-80.408038,,,,,,0
3437,C1041348,SW 104 ST & SW 134 AV,,25.671075,-80.412588,,,,,,0
3438,C10413V8,SW 104 ST @ SW 137 AV,,25.67091,-80.41739,,,,,,0
3439,C1041398,SW 104 ST & SW 139 AV,,25.670802,-80.420775,,,,,,0
3440,C1041427,SW 104 ST & SW 142 AV,,25.670689,-80.424193,,,,,,0
3441,C1041468,SW 104 ST & SW 146 AV,,25.670509,-80.429959,,,,,,0
3443,C1041488,SW 104 ST & SW 148 AV,,25.670344,-80.435415,,,,,,0
3444,C1041508,SW 104 ST & SW 150 PL,,25.670168,-80.440178,,,,,,0
3445,C1041568,SW 104 ST & SW 156 AV,,25.669909,-80.448444,,,,,,0
3446,C1041608,SW 104 ST & SW 16O CT,,25.669632,-80.45613,,,,,,0
3447,C1041628,SW 104 ST & SW 162 PL,,25.669553,-80.459124,,,,,,0
3448,C1041625,SW 104 ST & SW 162 PL,,25.669416,-80.458956,,,,,,0
3449,C1041616,SW 104 ST @ SW 161 AV,,25.66938,-80.45602,,,,,,0
3450,C1041566,SW 104 ST & SW 156 AV,,25.669639,-80.447839,,,,,,0
3451,C1041505,SW 104 ST & SW 150 PL,,25.669875,-80.440278,,,,,,0
3452,C104MAH5,SW 104 ST & MAHOGANY CR,,25.67003,-80.4353,,,,,,0
3453,C1041476,SW 104 ST & SW 147 AV,,25.670158,-80.431795,,,,,,0
3454,C1041456,SW 104 ST & SW 145 AV,,25.670297,-80.428783,,,,,,0
3455,C1041426,SW 104 ST & SW 142 AV,,25.670479,-80.423679,,,,,,0
3456,C1041395,SW 104 ST & SW 139 AV,,25.670561,-80.420504,,,,,,0
3457,C10413V5,SW 104 ST & SW 137 AV,,25.670683,-80.416595,,,,,,0
3458,C1041345,SW 104 ST & SW 134 AV,,25.670796,-80.412622,,,,,,0
3459,C1041326,SW 104 ST & SW 132 AV,,25.670954,-80.407764,,,,,,0
3460,C1041276,SW 104 ST & SW 127 AV,,25.671229,-80.399732,,,,,,0
3461,C1041236,SW 104 ST & SW 123 CT,,25.671392,-80.394526,,,,,,0
3462,C1041226,SW 104 ST & SW 122 AV,,25.671489,-80.39166,,,,,,0
3463,C10417A6,SW 104 ST & SW 117 AV,,25.671759,-80.383194,,,,,,0
3464,C1041156,SW 104 ST & SW 115 AV,,25.671816,-80.381068,,,,,,0
3465,C10412V5,SW 104 ST & SW 112 AV,,25.67198,-80.376028,,,,,,0
3466,C1041095,SW 104 ST @ SW 109 CT,,25.67211,-80.37165,,,,,,0
3467,C1071094,SW 107 ST & SW 109 CT,,25.670016,-80.372247,,,,,,0
3468,C10712V6,SW 107 ST & SW 112 AV,,25.669222,-80.375023,,,,,,0
3469,C1071091,SW 107 ST & 109 CT,SW 107 ST & SW 109 CT,25.669963,-80.372097,,,,,,0
3470,C112#987,SW 112 ST & OP # 9890,,25.665607,-80.353791,,,,,,0
3471,C1121037,SW 112 ST & SW 103 CT,,25.665237,-80.361404,,,,,,0
3472,C1121048,SW 112 ST & SW 104 PL,,25.66511,-80.36473,,,,,,0
3473,C1121078,SW 112 ST & SW 107 AV,,25.665003,-80.368001,,,,,,0
3474,C1121087,SW 112 ST & SW 108 CT,,25.664866,-80.37039,,,,,,0
3475,C11212V7,SW 112 ST & SW 112 AV,,25.664674,-80.375329,,,,,,0
3476,C11212V6,SW 112 ST & SW 112 AV,,25.664517,-80.375136,,,,,,0
3477,C1121085,SW 112 ST & SW 108 CT,,25.664756,-80.370782,,,,,,0
3478,C1121075,SW 112 ST & SW 107 AV,,25.664868,-80.368063,,,,,,0
3479,C1121045,SW 112 ST & SW 104 PL,,25.665007,-80.365156,,,,,,0
3480,C1121035,SW 112 ST & SW 103 CT,,25.665117,-80.361568,,,,,,0
3481,C1121025,SW 112 ST & SW 102 AV,,25.665198,-80.359888,,,,,,0
3482,C112#995,SW 112 ST & SW 99 CT,,25.665325,-80.357296,,,,,,0
3483,C112#985,SW 112 ST & # 9890,,25.665397,-80.35418,,,,,,0
3484,CWKD1478,COUNTRY WALK DR & SW 147 CIR LN,,25.631676,-80.416746,,,,,,0
3485,CWKD1397,COUNTRY WALK DR & SW 139 AV CIR,,25.631113,-80.418859,,,,,,0
3486,CWKD1427,COUNTRY WALK DR & SW 142 AV,,25.628833,-80.422965,,,,,,0
3487,CWKDCAM2,COUNTRY WALK DR & CAMPO RD,,25.629376,-80.426766,,,,,,0
3488,CWKD1477,COUNTRY WALK DR & SW 147 CT,,25.630989,-80.431925,,,,,,0
3490,C144#906,SW 144 ST & SW 90 AV,,25.636251,-80.33866,,,,,,0
3491,C148BUC7,SW 148 ST & BUCHANAN ST,,25.631687,-80.368429,,,,,,0
3492,GRMDPIE8,GRAHAM DR & PIERCE ST,,25.631702,-80.369727,,,,,,0
3493,GRMDPOL8,GRAHAM DR & POLK ST,,25.631627,-80.371259,,,,,,0
3494,GRMDHAR8,GRAHAM DR & HARRISON ST,,25.631364,-80.372805,,,,,,0
3495,GRMDLIN7,GRAHAM DR @ LINCOLN BD,,25.631049,-80.374246,,,,,,0
3496,GRMDMON5,GRAHAM DR & MONROE ST,,25.631011,-80.374008,,,,,,0
3498,GRMDPOL5,GRAHAM DR & POLK ST,,25.631559,-80.371022,,,,,,0
3500,C1481075,SW 148 ST & SW 107 AV,,25.631693,-80.367003,,,,,,0
3501,C15292V8,SW 152 ST & SW 92 AV,,25.629014,-80.34278,,,,,,0
3502,C152#947,SW 152 ST & SW 94 AV,,25.628934,-80.345504,,,,,,0
3503,C152#978,SW 152 ST & SW 97 AV,,25.628815,-80.350134,,,,,,0
3504,C152#988,SW 152 ST & # 9869,,25.628741,-80.352369,,,,,,0
3505,C152#998,SW 152 ST @ SW 99 CT,,25.62864,-80.35491,,,,,,0
3506,C1521028,SW 152 ST & SW 102 AV,,25.628524,-80.358588,,,,,,0
3507,C1521047,SW 152 ST & SW 104 AV,,25.628384,-80.361899,,,,,,0
3508,C1521077,SW 152 ST & SW 107 AV,,25.628162,-80.365687,,,,,,0
3509,C15212V8,SW 152 ST@SW 112 AV,,25.627837,-80.375017,,,,,,0
3510,C15217A7,SW 152 ST & 117 AV,SW 152 ST & SW 117 AV,25.627537,-80.380938,,,,,,0
3511,C1521197,SW 152 ST & # 11905,,25.627274,-80.38626,,,,,,0
3512,C1521228,SW 152 ST & SW 122 AV,,25.62708,-80.390565,,,,,,0
3513,C1521277,SW 152 ST & SW 127 AV,,25.626948,-80.394584,,,,,,0
3514,C1521298,SW 152 ST & SW 129 AV,SW 152 ST & SW 129 AVE,25.62677,-80.400204,,,,,,0
3515,C1521308,SW 152 ST & SW 130 AV,,25.626693,-80.403254,,,,,,0
3516,C1521348,SW 152 ST & SW 134 CT,,25.62649,-80.410811,,,,,,0
3517,C1521345,SW 152 ST @ SW 134 CT,,25.62622,-80.41078,,,,,,0
3518,C1521305,SW 152 ST & SW 130 AV,,25.626422,-80.403113,,,,,,0
3519,C1521295,SW 152 ST & SW 129 AV,,25.626513,-80.400167,,,,,,0
3520,C1521276,SW 152 ST & SW 127 AV,,25.626699,-80.394205,,,,,,0
3521,C1521226,SW 152 ST & SW 122 AV,,25.626852,-80.389666,,,,,,0
3522,C15219A5,SW 152 ST & OP # 11905,,25.626969,-80.386408,,,,,,0
3523,C15212V5,SW 152 ST & SW 112 AV,,25.627542,-80.375539,,,,,,0
3526,C1521076,SW 152 ST & SW 107 AV,,25.627966,-80.365335,,,,,,0
3527,C1521046,SW 152 ST & SW 104 AV,,25.62811,-80.362044,,,,,,0
3528,C152FAI5,SW 152 ST & FAIRWAY HEIGHTS BD,,25.628255,-80.358273,,,,,,0
3530,C152#985,SW 152 ST & OP # 9869,,25.628532,-80.352403,,,,,,0
3531,C152#975,SW 152 ST & SW 97 AV,,25.628624,-80.350178,,,,,,0
3532,C152#935,SW 152 ST & SW 93 AV,,25.628748,-80.344856,,,,,,0
3533,C152#936,SW 152 ST & SW 93 AV,,25.628777,-80.34354,,,,,,0
3536,C1601426,SW 160 ST & SW 142 AV,,25.618557,-80.422404,,,,,,0
3537,C1601396,SW 160 ST & SW 139 AV,,25.618724,-80.417982,,,,,,0
3538,C1601397,SW 160 ST & SW 139 AV,,25.618809,-80.418416,,,,,,0
3539,C1681028,SW 168 ST & SW 102 AV,,25.613505,-80.359081,,,,,,0
3540,C1681048,SW 168 ST & SW 104 AV,,25.613391,-80.361916,,,,,,0
3541,C1681058,SW 168 ST & SW 105 AV,,25.613336,-80.363691,,,,,,0
3542,C1681077,SW 168 ST & SW 107 AV,,25.613278,-80.365214,,,,,,0
3543,C1681087,SW 168 ST & SW 108 AV,,25.613143,-80.367519,,,,,,0
3544,C1681098,SW 168 ST & SW 109 AV,,25.613033,-80.370023,,,,,,0
3545,C1681107,SW 168 ST & SW 110 AV,,25.612967,-80.371463,,,,,,0
3546,C16812V7,SW 168 ST & SW 112 AV,,25.612888,-80.373324,,,,,,0
3548,C1681447,SW 168 ST & SW 144 CT,,25.611287,-80.42624,,,,,,0
3549,C1681477,SW 168 ST & SW 147 AV,,25.611184,-80.4297,,,,,,0
3550,C1681446,SW 168 ST & SW 144 CT,,25.611142,-80.426052,,,,,,0
3551,C16812V6,SW 168 ST & SW 112 AV,,25.612809,-80.373109,,,,,,0
3552,C1681106,SW 168 ST & SW 110 CT,,25.612876,-80.371669,,,,,,0
3553,C1681096,SW 168 ST & SW 109 AV,,25.612993,-80.369054,,,,,,0
3554,C1681086,SW 168 ST & SW 108 AV,,25.613072,-80.367112,,,,,,0
3555,C1681076,SW 168 ST & SW 107 AV,,25.613195,-80.364786,,,,,,0
3556,C1681055,SW 168 ST & SW 105 AV,,25.613247,-80.363578,,,,,,0
3557,C1681045,SW 168 ST & SW 104 AV,,25.613298,-80.361532,,,,,,0
3558,C1681036,SW 168 ST & SW 103 AV,,25.613402,-80.359443,,,,,,0
3559,C172DUV7,SW 172 ST & DUVAL ST,,25.609979,-80.353517,,,,,,0
3560,C1721027,SW 172 ST & SW 102 AV,,25.609865,-80.3565,,,,,,0
3561,C1721026,SW 172 ST & SW 102 AV,,25.60975,-80.356754,,,,,,0
3562,C172DUV5,SW 172 ST & DUVAL AV,,25.609837,-80.353856,,,,,,0
3565,BNYSWAL5,BANYAN ST & WALKER AV,,25.609094,-80.351096,,,,,,0
3567,BNYSHOM1,BANYAN ST & HOMESTEAD AV,,25.609387,-80.351568,,,,,,0
3568,HIBSHOM1,HIBISCUS ST & HOMESTEAD AV,,25.605135,-80.353358,,,,,,0
3569,HIBS1027,HIBISCUS ST & SW 102 AV,,25.606225,-80.356314,,,,,,0
3570,C1761038,SW 176 ST & SW 103 AV,,25.605978,-80.359085,,,,,,0
3571,C1761047,SW 176 ST & SW 104 CT,,25.60592,-80.361516,,,,,,0
3572,C1761077,SW 176 ST & SW 107 AV,,25.605814,-80.364685,,,,,,0
3573,C1761045,SW 176 ST @ SW 104 AV,,25.6058,-80.36112,,,,,,0
3575,HIBS1025,HIBISCUS ST & SW 102 AV,,25.605957,-80.35709,,,,,,0
3576,HIBSHOM5,HIBISCUS ST @ HOMESTEAD AV,,25.6052,-80.35378,,,,,,0
3578,C1801437,SW 180 ST & SW 143 CT,,25.600146,-80.42462,,,,,,0
3579,C1801435,SW 180 ST & SW 143 CT,,25.600031,-80.425003,,,,,,0
3580,C1801375,SW 180 ST & SW 137 PL,,25.600346,-80.415033,,,,,,0
3581,C1801378,SW 180 ST & SW 137 PL,,25.600487,-80.415111,,,,,,0
3586,C1841098,SW 184 ST & SW 109 AV,,25.598192,-80.368896,,,,,,0
3587,C18412V8,SW 184 ST & SW 112 AV,,25.598041,-80.373005,,,,,,0
3588,C1841157,SW 184 ST & SW 115 AV,,25.597773,-80.378545,,,,,,0
3589,C18417A8,SW 184 ST & SW 117 AV,,25.597669,-80.381631,,,,,,0
3590,C1841197,SW 184 ST & SW 119 AV,,25.597552,-80.384779,,,,,,0
3591,C1841207,SW 184 ST & SW 120 AV,,25.597516,-80.386654,,,,,,0
3592,C1841228,SW 184 ST @ SW 122 AV,,25.59741,-80.38973,,,,,,0
3593,C1841257,SW 184 ST & SW 125 AV,,25.597249,-80.394803,,,,,,0
3594,C1841278,SW 184 ST & SW 127 AV,,25.597155,-80.39739,,,,,,0
3595,C1841298,SW 184 ST & SW 129 AV,,25.597,-80.401407,,,,,,0
3596,C1841348,SW 184 ST & SW 134 AV,,25.596711,-80.409789,,,,,,0
3597,C1841367,SW 184 ST & SW 136 AV,,25.596672,-80.411396,,,,,,0
3599,C1841345,SW 184 ST & SW 134 AV,,25.596603,-80.409556,,,,,,0
3600,C1841295,SW 184 ST & SW 129 AV,,25.596894,-80.401411,,,,,,0
3601,C1841275,SW 184 ST & SW 127 AV,,25.59698,-80.397316,,,,,,0
3602,C1841245,SW 184 ST & SW 124 AV,,25.597109,-80.393273,,,,,,0
